index	identifier	file	sum_stat	clip_soft	description	group
2662	PPZ1_T5_S2856	PPZ1_T5_S2856_bamcov.bw	sum	100000	PPZ1-T5 RNAseq, coverage	RNA-Seq
2663	PPZ1_T10_S2857	PPZ1_T10_S2857_bamcov.bw	sum	100000	PPZ1-T10 RNAseq, coverage	RNA-Seq
2664	PPZ1_T20_S2858	PPZ1_T20_S2858_bamcov.bw	sum	100000	PPZ1-T20 RNAseq, coverage	RNA-Seq
2665	PPZ1_T40_S2859	PPZ1_T40_S2859_bamcov.bw	sum	100000	PPZ1-T40 RNAseq, coverage	RNA-Seq
2666	PPZ1_T70_S2860	PPZ1_T70_S2860_bamcov.bw	sum	100000	PPZ1-T70 RNAseq, coverage	RNA-Seq
2667	PPZ1_T120_S2861	PPZ1_T120_S2861_bamcov.bw	sum	100000	PPZ1-T120 RNAseq, coverage	RNA-Seq
2668	PPZ1_T180_S2862	PPZ1_T180_S2862_bamcov.bw	sum	100000	PPZ1-T180 RNAseq, coverage	RNA-Seq
2669	PTK2_T5_S2864	PTK2_T5_S2864_bamcov.bw	sum	100000	PTK2-T5 RNAseq, coverage	RNA-Seq
2670	PTK2_T20_S2866	PTK2_T20_S2866_bamcov.bw	sum	100000	PTK2-T20 RNAseq, coverage	RNA-Seq
2671	PTK2_T40_S2867	PTK2_T40_S2867_bamcov.bw	sum	100000	PTK2-T40 RNAseq, coverage	RNA-Seq
2672	PTK2_T70_S2868	PTK2_T70_S2868_bamcov.bw	sum	100000	PTK2-T70 RNAseq, coverage	RNA-Seq
2673	RGC1_T0_S2871	RGC1_T0_S2871_bamcov.bw	sum	100000	RGC1-T0 RNAseq, coverage	RNA-Seq
2674	RGC1_T5_S2872	RGC1_T5_S2872_bamcov.bw	sum	100000	RGC1-T5 RNAseq, coverage	RNA-Seq
2675	RGC1_T10_S2873	RGC1_T10_S2873_bamcov.bw	sum	100000	RGC1-T10 RNAseq, coverage	RNA-Seq
2676	RGC1_T20_S2874	RGC1_T20_S2874_bamcov.bw	sum	100000	RGC1-T20 RNAseq, coverage	RNA-Seq
2677	RGC1_T40_S2875	RGC1_T40_S2875_bamcov.bw	sum	100000	RGC1-T40 RNAseq, coverage	RNA-Seq
2678	RGC1_T70_S2876	RGC1_T70_S2876_bamcov.bw	sum	100000	RGC1-T70 RNAseq, coverage	RNA-Seq
2679	RGC1_T120_S2877	RGC1_T120_S2877_bamcov.bw	sum	100000	RGC1-T120 RNAseq, coverage	RNA-Seq
2680	SCH9_T10_S2881	SCH9_T10_S2881_bamcov.bw	sum	100000	SCH9-T10 RNAseq, coverage	RNA-Seq
2681	SCH9_T40_S2883	SCH9_T40_S2883_bamcov.bw	sum	100000	SCH9-T40 RNAseq, coverage	RNA-Seq
2682	SCH9_T70_S2884	SCH9_T70_S2884_bamcov.bw	sum	100000	SCH9-T70 RNAseq, coverage	RNA-Seq
2683	SCH9_T120_S2885	SCH9_T120_S2885_bamcov.bw	sum	100000	SCH9-T120 RNAseq, coverage	RNA-Seq
2684	SCH9_T180_S2886	SCH9_T180_S2886_bamcov.bw	sum	100000	SCH9-T180 RNAseq, coverage	RNA-Seq
2685	SET2_T0_S2887	SET2_T0_S2887_bamcov.bw	sum	100000	SET2-T0 RNAseq, coverage	RNA-Seq
2686	SET2_T5_S2888	SET2_T5_S2888_bamcov.bw	sum	100000	SET2-T5 RNAseq, coverage	RNA-Seq
2687	SET2_T10_S2889	SET2_T10_S2889_bamcov.bw	sum	100000	SET2-T10 RNAseq, coverage	RNA-Seq
2688	SET2_T20_S2890	SET2_T20_S2890_bamcov.bw	sum	100000	SET2-T20 RNAseq, coverage	RNA-Seq
2689	SET2_T40_S2891	SET2_T40_S2891_bamcov.bw	sum	100000	SET2-T40 RNAseq, coverage	RNA-Seq
2690	SET2_T70_S2892	SET2_T70_S2892_bamcov.bw	sum	100000	SET2-T70 RNAseq, coverage	RNA-Seq
2691	SET2_T120_S2893	SET2_T120_S2893_bamcov.bw	sum	100000	SET2-T120 RNAseq, coverage	RNA-Seq
2692	SET2_T180_S2894	SET2_T180_S2894_bamcov.bw	sum	100000	SET2-T180 RNAseq, coverage	RNA-Seq
2693	SMI1_T0_S2895	SMI1_T0_S2895_bamcov.bw	sum	100000	SMI1-T0 RNAseq, coverage	RNA-Seq
2694	SMI1_T5_S2896	SMI1_T5_S2896_bamcov.bw	sum	100000	SMI1-T5 RNAseq, coverage	RNA-Seq
2695	SMI1_T10_S2897	SMI1_T10_S2897_bamcov.bw	sum	100000	SMI1-T10 RNAseq, coverage	RNA-Seq
2696	SMI1_T20_S2898	SMI1_T20_S2898_bamcov.bw	sum	100000	SMI1-T20 RNAseq, coverage	RNA-Seq
2697	SMI1_T40_S2899	SMI1_T40_S2899_bamcov.bw	sum	100000	SMI1-T40 RNAseq, coverage	RNA-Seq
2698	SMI1_T70_S2900	SMI1_T70_S2900_bamcov.bw	sum	100000	SMI1-T70 RNAseq, coverage	RNA-Seq
2699	SMI1_T120_S2901	SMI1_T120_S2901_bamcov.bw	sum	100000	SMI1-T120 RNAseq, coverage	RNA-Seq
2700	SMI1_T180_S2902	SMI1_T180_S2902_bamcov.bw	sum	100000	SMI1-T180 RNAseq, coverage	RNA-Seq
2701	SSK22_T0_S2903	SSK22_T0_S2903_bamcov.bw	sum	100000	SSK22-T0 RNAseq, coverage	RNA-Seq
2702	SSK22_T5_S2904	SSK22_T5_S2904_bamcov.bw	sum	100000	SSK22-T5 RNAseq, coverage	RNA-Seq
2703	SSK22_T40_S2907	SSK22_T40_S2907_bamcov.bw	sum	100000	SSK22-T40 RNAseq, coverage	RNA-Seq
2704	SSK22_T120_S2909	SSK22_T120_S2909_bamcov.bw	sum	100000	SSK22-T120 RNAseq, coverage	RNA-Seq
2705	SSK22_T180_S2910	SSK22_T180_S2910_bamcov.bw	sum	100000	SSK22-T180 RNAseq, coverage	RNA-Seq
2706	SWE1_T0_S2911	SWE1_T0_S2911_bamcov.bw	sum	100000	SWE1-T0 RNAseq, coverage	RNA-Seq
2707	SWE1_T5_S2912	SWE1_T5_S2912_bamcov.bw	sum	100000	SWE1-T5 RNAseq, coverage	RNA-Seq
2708	SWE1_T10_S2913	SWE1_T10_S2913_bamcov.bw	sum	100000	SWE1-T10 RNAseq, coverage	RNA-Seq
2709	SWE1_T20_S2914	SWE1_T20_S2914_bamcov.bw	sum	100000	SWE1-T20 RNAseq, coverage	RNA-Seq
2710	SWE1_T40_S2915	SWE1_T40_S2915_bamcov.bw	sum	100000	SWE1-T40 RNAseq, coverage	RNA-Seq
2711	SWE1_T70_S2916	SWE1_T70_S2916_bamcov.bw	sum	100000	SWE1-T70 RNAseq, coverage	RNA-Seq
2712	SWE1_T180_S2918	SWE1_T180_S2918_bamcov.bw	sum	100000	SWE1-T180 RNAseq, coverage	RNA-Seq
2713	SWF1_T0_S2919	SWF1_T0_S2919_bamcov.bw	sum	100000	SWF1-T0 RNAseq, coverage	RNA-Seq
2714	SWF1_T5_S2920	SWF1_T5_S2920_bamcov.bw	sum	100000	SWF1-T5 RNAseq, coverage	RNA-Seq
2715	SWF1_T10_S2921	SWF1_T10_S2921_bamcov.bw	sum	100000	SWF1-T10 RNAseq, coverage	RNA-Seq
2716	SWF1_T20_S2922	SWF1_T20_S2922_bamcov.bw	sum	100000	SWF1-T20 RNAseq, coverage	RNA-Seq
2717	SWF1_T40_S2923	SWF1_T40_S2923_bamcov.bw	sum	100000	SWF1-T40 RNAseq, coverage	RNA-Seq
2718	SWF1_T70_S2924	SWF1_T70_S2924_bamcov.bw	sum	100000	SWF1-T70 RNAseq, coverage	RNA-Seq
2719	SWF1_T180_S2926	SWF1_T180_S2926_bamcov.bw	sum	100000	SWF1-T180 RNAseq, coverage	RNA-Seq
2720	TCO89_T0_S2927	TCO89_T0_S2927_bamcov.bw	sum	100000	TCO89-T0 RNAseq, coverage	RNA-Seq
2721	TCO89_T10_S2929	TCO89_T10_S2929_bamcov.bw	sum	100000	TCO89-T10 RNAseq, coverage	RNA-Seq
2722	TCO89_T40_S2931	TCO89_T40_S2931_bamcov.bw	sum	100000	TCO89-T40 RNAseq, coverage	RNA-Seq
2723	TCO89_T70_S2932	TCO89_T70_S2932_bamcov.bw	sum	100000	TCO89-T70 RNAseq, coverage	RNA-Seq
2724	TCO89_T120_S2933	TCO89_T120_S2933_bamcov.bw	sum	100000	TCO89-T120 RNAseq, coverage	RNA-Seq
2725	TCO89_T180_S2934	TCO89_T180_S2934_bamcov.bw	sum	100000	TCO89-T180 RNAseq, coverage	RNA-Seq
2726	TMA23_T0_S2935	TMA23_T0_S2935_bamcov.bw	sum	100000	TMA23-T0 RNAseq, coverage	RNA-Seq
2727	TMA23_T5_S2936	TMA23_T5_S2936_bamcov.bw	sum	100000	TMA23-T5 RNAseq, coverage	RNA-Seq
2728	TMA23_T10_S2937	TMA23_T10_S2937_bamcov.bw	sum	100000	TMA23-T10 RNAseq, coverage	RNA-Seq
2729	TMA23_T40_S2939	TMA23_T40_S2939_bamcov.bw	sum	100000	TMA23-T40 RNAseq, coverage	RNA-Seq
2730	TMA23_T70_S2940	TMA23_T70_S2940_bamcov.bw	sum	100000	TMA23-T70 RNAseq, coverage	RNA-Seq
2731	URA1_T0_S2943	URA1_T0_S2943_bamcov.bw	sum	100000	URA1-T0 RNAseq, coverage	RNA-Seq
2732	URA1_T5_S2944	URA1_T5_S2944_bamcov.bw	sum	100000	URA1-T5 RNAseq, coverage	RNA-Seq
2733	URA1_T10_S2945	URA1_T10_S2945_bamcov.bw	sum	100000	URA1-T10 RNAseq, coverage	RNA-Seq
2734	URA1_T20_S2946	URA1_T20_S2946_bamcov.bw	sum	100000	URA1-T20 RNAseq, coverage	RNA-Seq
2735	URA1_T40_S2947	URA1_T40_S2947_bamcov.bw	sum	100000	URA1-T40 RNAseq, coverage	RNA-Seq
2736	URA1_T70_S2948	URA1_T70_S2948_bamcov.bw	sum	100000	URA1-T70 RNAseq, coverage	RNA-Seq
2737	URA1_T120_S2949	URA1_T120_S2949_bamcov.bw	sum	100000	URA1-T120 RNAseq, coverage	RNA-Seq
2738	URA1_T180_S2950	URA1_T180_S2950_bamcov.bw	sum	100000	URA1-T180 RNAseq, coverage	RNA-Seq
2739	VPS1_T5_S2952	VPS1_T5_S2952_bamcov.bw	sum	100000	VPS1-T5 RNAseq, coverage	RNA-Seq
2740	VPS1_T40_S2955	VPS1_T40_S2955_bamcov.bw	sum	100000	VPS1-T40 RNAseq, coverage	RNA-Seq
2741	VPS1_T120_S2957	VPS1_T120_S2957_bamcov.bw	sum	100000	VPS1-T120 RNAseq, coverage	RNA-Seq
2742	VPS1_T180_S2958	VPS1_T180_S2958_bamcov.bw	sum	100000	VPS1-T180 RNAseq, coverage	RNA-Seq
2743	VPS35_T0_S2959	VPS35_T0_S2959_bamcov.bw	sum	100000	VPS35-T0 RNAseq, coverage	RNA-Seq
2744	VPS35_T5_S2960	VPS35_T5_S2960_bamcov.bw	sum	100000	VPS35-T5 RNAseq, coverage	RNA-Seq
2745	VPS35_T10_S2961	VPS35_T10_S2961_bamcov.bw	sum	100000	VPS35-T10 RNAseq, coverage	RNA-Seq
2746	VPS35_T20_S2962	VPS35_T20_S2962_bamcov.bw	sum	100000	VPS35-T20 RNAseq, coverage	RNA-Seq
2747	VPS35_T40_S2963	VPS35_T40_S2963_bamcov.bw	sum	100000	VPS35-T40 RNAseq, coverage	RNA-Seq
2748	VPS35_T70_S2964	VPS35_T70_S2964_bamcov.bw	sum	100000	VPS35-T70 RNAseq, coverage	RNA-Seq
2749	VPS35_T180_S2966	VPS35_T180_S2966_bamcov.bw	sum	100000	VPS35-T180 RNAseq, coverage	RNA-Seq
2750	VPS64_T0_S2967	VPS64_T0_S2967_bamcov.bw	sum	100000	VPS64-T0 RNAseq, coverage	RNA-Seq
2751	VPS64_T5_S2968	VPS64_T5_S2968_bamcov.bw	sum	100000	VPS64-T5 RNAseq, coverage	RNA-Seq
2752	VPS64_T10_S2969	VPS64_T10_S2969_bamcov.bw	sum	100000	VPS64-T10 RNAseq, coverage	RNA-Seq
2753	VPS64_T20_S2970	VPS64_T20_S2970_bamcov.bw	sum	100000	VPS64-T20 RNAseq, coverage	RNA-Seq
2754	VPS64_T40_S2971	VPS64_T40_S2971_bamcov.bw	sum	100000	VPS64-T40 RNAseq, coverage	RNA-Seq
2755	VPS64_T70_S2972	VPS64_T70_S2972_bamcov.bw	sum	100000	VPS64-T70 RNAseq, coverage	RNA-Seq
2756	VPS64_T120_S2973	VPS64_T120_S2973_bamcov.bw	sum	100000	VPS64-T120 RNAseq, coverage	RNA-Seq
2757	VPS64_T180_S2974	VPS64_T180_S2974_bamcov.bw	sum	100000	VPS64-T180 RNAseq, coverage	RNA-Seq
2758	YEL067C_T0_S2975	YEL067C_T0_S2975_bamcov.bw	sum	100000	YEL067C-T0 RNAseq, coverage	RNA-Seq
2759	YEL067C_T10_S2977	YEL067C_T10_S2977_bamcov.bw	sum	100000	YEL067C-T10 RNAseq, coverage	RNA-Seq
2760	YEL067C_T40_S2979	YEL067C_T40_S2979_bamcov.bw	sum	100000	YEL067C-T40 RNAseq, coverage	RNA-Seq
2761	YEL067C_T120_S2981	YEL067C_T120_S2981_bamcov.bw	sum	100000	YEL067C-T120 RNAseq, coverage	RNA-Seq
2762	YMR160W_T0_S2983	YMR160W_T0_S2983_bamcov.bw	sum	100000	YMR160W-T0 RNAseq, coverage	RNA-Seq
2763	YMR160W_T10_S2985	YMR160W_T10_S2985_bamcov.bw	sum	100000	YMR160W-T10 RNAseq, coverage	RNA-Seq
2764	YMR160W_T20_S2986	YMR160W_T20_S2986_bamcov.bw	sum	100000	YMR160W-T20 RNAseq, coverage	RNA-Seq
2765	YMR160W_T40_S2987	YMR160W_T40_S2987_bamcov.bw	sum	100000	YMR160W-T40 RNAseq, coverage	RNA-Seq
2766	YMR160W_T120_S2989	YMR160W_T120_S2989_bamcov.bw	sum	100000	YMR160W-T120 RNAseq, coverage	RNA-Seq
2767	YMR160W_T180_S2990	YMR160W_T180_S2990_bamcov.bw	sum	100000	YMR160W-T180 RNAseq, coverage	RNA-Seq
2768	YMR196W_T0_S2991	YMR196W_T0_S2991_bamcov.bw	sum	100000	YMR196W-T0 RNAseq, coverage	RNA-Seq
2769	YMR196W_T5_S2992	YMR196W_T5_S2992_bamcov.bw	sum	100000	YMR196W-T5 RNAseq, coverage	RNA-Seq
2770	YMR196W_T10_S2993	YMR196W_T10_S2993_bamcov.bw	sum	100000	YMR196W-T10 RNAseq, coverage	RNA-Seq
2771	YMR196W_T40_S2995	YMR196W_T40_S2995_bamcov.bw	sum	100000	YMR196W-T40 RNAseq, coverage	RNA-Seq
2772	YMR196W_T70_S2996	YMR196W_T70_S2996_bamcov.bw	sum	100000	YMR196W-T70 RNAseq, coverage	RNA-Seq
2773	YMR196W_T120_S2997	YMR196W_T120_S2997_bamcov.bw	sum	100000	YMR196W-T120 RNAseq, coverage	RNA-Seq
2774	YMR196W_T180_S2998	YMR196W_T180_S2998_bamcov.bw	sum	100000	YMR196W-T180 RNAseq, coverage	RNA-Seq
2775	YMR242W_A_T0_S2999	YMR242W_A_T0_S2999_bamcov.bw	sum	100000	YMR242W-A RNAseq, coverage	RNA-Seq
2776	YMR242W_A_T5_S3000	YMR242W_A_T5_S3000_bamcov.bw	sum	100000	YMR242W-A RNAseq, coverage	RNA-Seq
2777	YMR242W_A_T10_S3001	YMR242W_A_T10_S3001_bamcov.bw	sum	100000	YMR242W-A RNAseq, coverage	RNA-Seq
2778	YMR242W_A_T20_S3002	YMR242W_A_T20_S3002_bamcov.bw	sum	100000	YMR242W-A RNAseq, coverage	RNA-Seq
2779	YMR242W_A_T40_S3003	YMR242W_A_T40_S3003_bamcov.bw	sum	100000	YMR242W-A RNAseq, coverage	RNA-Seq
2780	YMR242W_A_T70_S3004	YMR242W_A_T70_S3004_bamcov.bw	sum	100000	YMR242W-A RNAseq, coverage	RNA-Seq
2781	YMR242W_A_T120_S3005	YMR242W_A_T120_S3005_bamcov.bw	sum	100000	YMR242W-A RNAseq, coverage	RNA-Seq
2782	YMR242W_A_T180_S3006	YMR242W_A_T180_S3006_bamcov.bw	sum	100000	YMR242W-A RNAseq, coverage	RNA-Seq
2783	APS3_T0_S3007	APS3_T0_S3007_bamcov.bw	sum	100000	APS3-T0 RNAseq, coverage	RNA-Seq
2784	APS3_T5_S3008	APS3_T5_S3008_bamcov.bw	sum	100000	APS3-T5 RNAseq, coverage	RNA-Seq
2785	APS3_T10_S3009	APS3_T10_S3009_bamcov.bw	sum	100000	APS3-T10 RNAseq, coverage	RNA-Seq
2786	APS3_T20_S3010	APS3_T20_S3010_bamcov.bw	sum	100000	APS3-T20 RNAseq, coverage	RNA-Seq
2787	APS3_T40_S3011	APS3_T40_S3011_bamcov.bw	sum	100000	APS3-T40 RNAseq, coverage	RNA-Seq
2788	APS3_T70_S3012	APS3_T70_S3012_bamcov.bw	sum	100000	APS3-T70 RNAseq, coverage	RNA-Seq
2789	APS3_T120_S3013	APS3_T120_S3013_bamcov.bw	sum	100000	APS3-T120 RNAseq, coverage	RNA-Seq
2790	APS3_T180_S3014	APS3_T180_S3014_bamcov.bw	sum	100000	APS3-T180 RNAseq, coverage	RNA-Seq
2791	ARO3_T0_S3015	ARO3_T0_S3015_bamcov.bw	sum	100000	ARO3-T0 RNAseq, coverage	RNA-Seq
2792	ARO3_T5_S3016	ARO3_T5_S3016_bamcov.bw	sum	100000	ARO3-T5 RNAseq, coverage	RNA-Seq
2793	ARO3_T10_S3017	ARO3_T10_S3017_bamcov.bw	sum	100000	ARO3-T10 RNAseq, coverage	RNA-Seq
2794	ARO3_T20_S3018	ARO3_T20_S3018_bamcov.bw	sum	100000	ARO3-T20 RNAseq, coverage	RNA-Seq
2795	ARO3_T40_S3019	ARO3_T40_S3019_bamcov.bw	sum	100000	ARO3-T40 RNAseq, coverage	RNA-Seq
2796	ARO3_T70_S3020	ARO3_T70_S3020_bamcov.bw	sum	100000	ARO3-T70 RNAseq, coverage	RNA-Seq
2797	ARO3_T120_S3021	ARO3_T120_S3021_bamcov.bw	sum	100000	ARO3-T120 RNAseq, coverage	RNA-Seq
2798	ARO3_T180_S3022	ARO3_T180_S3022_bamcov.bw	sum	100000	ARO3-T180 RNAseq, coverage	RNA-Seq
2799	ARO7_T0_S3023	ARO7_T0_S3023_bamcov.bw	sum	100000	ARO7-T0 RNAseq, coverage	RNA-Seq
2800	ARO7_T5_S3024	ARO7_T5_S3024_bamcov.bw	sum	100000	ARO7-T5 RNAseq, coverage	RNA-Seq
2801	ARO7_T10_S3025	ARO7_T10_S3025_bamcov.bw	sum	100000	ARO7-T10 RNAseq, coverage	RNA-Seq
2802	ARO7_T20_S3026	ARO7_T20_S3026_bamcov.bw	sum	100000	ARO7-T20 RNAseq, coverage	RNA-Seq
2803	ARO7_T40_S3027	ARO7_T40_S3027_bamcov.bw	sum	100000	ARO7-T40 RNAseq, coverage	RNA-Seq
2804	ARO7_T70_S3028	ARO7_T70_S3028_bamcov.bw	sum	100000	ARO7-T70 RNAseq, coverage	RNA-Seq
2805	ARO7_T120_S3029	ARO7_T120_S3029_bamcov.bw	sum	100000	ARO7-T120 RNAseq, coverage	RNA-Seq
2806	ARO7_T180_S3030	ARO7_T180_S3030_bamcov.bw	sum	100000	ARO7-T180 RNAseq, coverage	RNA-Seq
2807	BFR1_T0_S3031	BFR1_T0_S3031_bamcov.bw	sum	100000	BFR1-T0 RNAseq, coverage	RNA-Seq
2808	BFR1_T5_S3032	BFR1_T5_S3032_bamcov.bw	sum	100000	BFR1-T5 RNAseq, coverage	RNA-Seq
2809	BFR1_T10_S3033	BFR1_T10_S3033_bamcov.bw	sum	100000	BFR1-T10 RNAseq, coverage	RNA-Seq
2810	BFR1_T20_S3034	BFR1_T20_S3034_bamcov.bw	sum	100000	BFR1-T20 RNAseq, coverage	RNA-Seq
2811	BFR1_T40_S3035	BFR1_T40_S3035_bamcov.bw	sum	100000	BFR1-T40 RNAseq, coverage	RNA-Seq
2812	BFR1_T70_S3036	BFR1_T70_S3036_bamcov.bw	sum	100000	BFR1-T70 RNAseq, coverage	RNA-Seq
2813	BFR1_T120_S3037	BFR1_T120_S3037_bamcov.bw	sum	100000	BFR1-T120 RNAseq, coverage	RNA-Seq
2814	BFR1_T180_S3038	BFR1_T180_S3038_bamcov.bw	sum	100000	BFR1-T180 RNAseq, coverage	RNA-Seq
2815	BXI1_T0_S3039	BXI1_T0_S3039_bamcov.bw	sum	100000	BXI1-T0 RNAseq, coverage	RNA-Seq
2816	BXI1_T5_S3040	BXI1_T5_S3040_bamcov.bw	sum	100000	BXI1-T5 RNAseq, coverage	RNA-Seq
2817	BXI1_T10_S3041	BXI1_T10_S3041_bamcov.bw	sum	100000	BXI1-T10 RNAseq, coverage	RNA-Seq
2818	BXI1_T20_S3042	BXI1_T20_S3042_bamcov.bw	sum	100000	BXI1-T20 RNAseq, coverage	RNA-Seq
2819	BXI1_T40_S3043	BXI1_T40_S3043_bamcov.bw	sum	100000	BXI1-T40 RNAseq, coverage	RNA-Seq
2820	BXI1_T70_S3044	BXI1_T70_S3044_bamcov.bw	sum	100000	BXI1-T70 RNAseq, coverage	RNA-Seq
2821	BXI1_T120_S3045	BXI1_T120_S3045_bamcov.bw	sum	100000	BXI1-T120 RNAseq, coverage	RNA-Seq
2822	BXI1_T180_S3046	BXI1_T180_S3046_bamcov.bw	sum	100000	BXI1-T180 RNAseq, coverage	RNA-Seq
2823	CIN2_T0_S3047	CIN2_T0_S3047_bamcov.bw	sum	100000	CIN2-T0 RNAseq, coverage	RNA-Seq
2824	CIN2_T5_S3048	CIN2_T5_S3048_bamcov.bw	sum	100000	CIN2-T5 RNAseq, coverage	RNA-Seq
2825	CIN2_T10_S3049	CIN2_T10_S3049_bamcov.bw	sum	100000	CIN2-T10 RNAseq, coverage	RNA-Seq
2826	CIN2_T20_S3050	CIN2_T20_S3050_bamcov.bw	sum	100000	CIN2-T20 RNAseq, coverage	RNA-Seq
2827	CIN2_T40_S3051	CIN2_T40_S3051_bamcov.bw	sum	100000	CIN2-T40 RNAseq, coverage	RNA-Seq
2828	CIN2_T70_S3052	CIN2_T70_S3052_bamcov.bw	sum	100000	CIN2-T70 RNAseq, coverage	RNA-Seq
2829	CIN2_T120_S3053	CIN2_T120_S3053_bamcov.bw	sum	100000	CIN2-T120 RNAseq, coverage	RNA-Seq
2830	CIN2_T180_S3054	CIN2_T180_S3054_bamcov.bw	sum	100000	CIN2-T180 RNAseq, coverage	RNA-Seq
2831	CLN1_T0_S3055	CLN1_T0_S3055_bamcov.bw	sum	100000	CLN1-T0 RNAseq, coverage	RNA-Seq
2832	CLN1_T5_S3056	CLN1_T5_S3056_bamcov.bw	sum	100000	CLN1-T5 RNAseq, coverage	RNA-Seq
2833	CLN1_T10_S3057	CLN1_T10_S3057_bamcov.bw	sum	100000	CLN1-T10 RNAseq, coverage	RNA-Seq
2834	CLN1_T20_S3058	CLN1_T20_S3058_bamcov.bw	sum	100000	CLN1-T20 RNAseq, coverage	RNA-Seq
2835	CLN1_T40_S3059	CLN1_T40_S3059_bamcov.bw	sum	100000	CLN1-T40 RNAseq, coverage	RNA-Seq
2836	CLN1_T70_S3060	CLN1_T70_S3060_bamcov.bw	sum	100000	CLN1-T70 RNAseq, coverage	RNA-Seq
2837	CLN1_T120_S3061	CLN1_T120_S3061_bamcov.bw	sum	100000	CLN1-T120 RNAseq, coverage	RNA-Seq
2838	CLN1_T180_S3062	CLN1_T180_S3062_bamcov.bw	sum	100000	CLN1-T180 RNAseq, coverage	RNA-Seq
2839	COG8_T0_S3063	COG8_T0_S3063_bamcov.bw	sum	100000	COG8-T0 RNAseq, coverage	RNA-Seq
2840	COG8_T5_S3064	COG8_T5_S3064_bamcov.bw	sum	100000	COG8-T5 RNAseq, coverage	RNA-Seq
2841	COG8_T10_S3065	COG8_T10_S3065_bamcov.bw	sum	100000	COG8-T10 RNAseq, coverage	RNA-Seq
2842	COG8_T20_S3066	COG8_T20_S3066_bamcov.bw	sum	100000	COG8-T20 RNAseq, coverage	RNA-Seq
2843	COG8_T40_S3067	COG8_T40_S3067_bamcov.bw	sum	100000	COG8-T40 RNAseq, coverage	RNA-Seq
2844	COG8_T70_S3068	COG8_T70_S3068_bamcov.bw	sum	100000	COG8-T70 RNAseq, coverage	RNA-Seq
2845	COG8_T120_S3069	COG8_T120_S3069_bamcov.bw	sum	100000	COG8-T120 RNAseq, coverage	RNA-Seq
2846	COG8_T180_S3070	COG8_T180_S3070_bamcov.bw	sum	100000	COG8-T180 RNAseq, coverage	RNA-Seq
2847	COQ8_T0_S3071	COQ8_T0_S3071_bamcov.bw	sum	100000	COQ8-T0 RNAseq, coverage	RNA-Seq
2848	COQ8_T5_S3072	COQ8_T5_S3072_bamcov.bw	sum	100000	COQ8-T5 RNAseq, coverage	RNA-Seq
2849	COQ8_T10_S3073	COQ8_T10_S3073_bamcov.bw	sum	100000	COQ8-T10 RNAseq, coverage	RNA-Seq
2850	COQ8_T20_S3074	COQ8_T20_S3074_bamcov.bw	sum	100000	COQ8-T20 RNAseq, coverage	RNA-Seq
2851	COQ8_T40_S3075	COQ8_T40_S3075_bamcov.bw	sum	100000	COQ8-T40 RNAseq, coverage	RNA-Seq
2852	COQ8_T70_S3076	COQ8_T70_S3076_bamcov.bw	sum	100000	COQ8-T70 RNAseq, coverage	RNA-Seq
2853	COQ8_T120_S3077	COQ8_T120_S3077_bamcov.bw	sum	100000	COQ8-T120 RNAseq, coverage	RNA-Seq
2854	CTK1_T0_S3079	CTK1_T0_S3079_bamcov.bw	sum	100000	CTK1-T0 RNAseq, coverage	RNA-Seq
2855	CTK1_T5_S3080	CTK1_T5_S3080_bamcov.bw	sum	100000	CTK1-T5 RNAseq, coverage	RNA-Seq
2856	CTK1_T10_S3081	CTK1_T10_S3081_bamcov.bw	sum	100000	CTK1-T10 RNAseq, coverage	RNA-Seq
2857	CTK1_T20_S3082	CTK1_T20_S3082_bamcov.bw	sum	100000	CTK1-T20 RNAseq, coverage	RNA-Seq
2858	CTK1_T40_S3083	CTK1_T40_S3083_bamcov.bw	sum	100000	CTK1-T40 RNAseq, coverage	RNA-Seq
2859	CTK1_T120_S3085	CTK1_T120_S3085_bamcov.bw	sum	100000	CTK1-T120 RNAseq, coverage	RNA-Seq
2860	CTK1_T180_S3086	CTK1_T180_S3086_bamcov.bw	sum	100000	CTK1-T180 RNAseq, coverage	RNA-Seq
2861	GCN3_T0_S3087	GCN3_T0_S3087_bamcov.bw	sum	100000	GCN3-T0 RNAseq, coverage	RNA-Seq
2862	GCN3_T5_S3088	GCN3_T5_S3088_bamcov.bw	sum	100000	GCN3-T5 RNAseq, coverage	RNA-Seq
2863	GCN3_T10_S3089	GCN3_T10_S3089_bamcov.bw	sum	100000	GCN3-T10 RNAseq, coverage	RNA-Seq
2864	GCN3_T20_S3090	GCN3_T20_S3090_bamcov.bw	sum	100000	GCN3-T20 RNAseq, coverage	RNA-Seq
2865	GCN3_T70_S3092	GCN3_T70_S3092_bamcov.bw	sum	100000	GCN3-T70 RNAseq, coverage	RNA-Seq
2866	GCN3_T120_S3093	GCN3_T120_S3093_bamcov.bw	sum	100000	GCN3-T120 RNAseq, coverage	RNA-Seq
2867	GCN3_T180_S3094	GCN3_T180_S3094_bamcov.bw	sum	100000	GCN3-T180 RNAseq, coverage	RNA-Seq
2868	HAL9_T0_S3095	HAL9_T0_S3095_bamcov.bw	sum	100000	HAL9-T0 RNAseq, coverage	RNA-Seq
2869	HAL9_T5_S3096	HAL9_T5_S3096_bamcov.bw	sum	100000	HAL9-T5 RNAseq, coverage	RNA-Seq
