index	identifier	file	sum_stat	clip_soft	description	group
897	PDR1_S1	PDR1_S1_coverage.bw	sum	100000	PDR1_S1 Chip-exo, coverage	Other
898	PDR3_S0	PDR3_S0_coverage.bw	sum	100000	PDR3_S0 Chip-exo, coverage	Other
899	PDR3_S1	PDR3_S1_coverage.bw	sum	100000	PDR3_S1 Chip-exo, coverage	Other
900	PGD1_S0	PGD1_S0_coverage.bw	sum	100000	PGD1_S0 Chip-exo, coverage	Other
901	PGD1_S1	PGD1_S1_coverage.bw	sum	100000	PGD1_S1 Chip-exo, coverage	Other
902	PHD1_S0	PHD1_S0_coverage.bw	sum	100000	PHD1_S0 Chip-exo, coverage	Other
903	PHD1_S1	PHD1_S1_coverage.bw	sum	100000	PHD1_S1 Chip-exo, coverage	Other
904	PHO2_S0	PHO2_S0_coverage.bw	sum	100000	PHO2_S0 Chip-exo, coverage	Other
905	PHO23_S0	PHO23_S0_coverage.bw	sum	100000	PHO23_S0 Chip-exo, coverage	Other
906	PHO23_S1	PHO23_S1_coverage.bw	sum	100000	PHO23_S1 Chip-exo, coverage	Other
907	PHO4_S0	PHO4_S0_coverage.bw	sum	100000	PHO4_S0 Chip-exo, coverage	Other
908	PHO85_S0	PHO85_S0_coverage.bw	sum	100000	PHO85_S0 Chip-exo, coverage	Other
909	PIP2_S1	PIP2_S1_coverage.bw	sum	100000	PIP2_S1 Chip-exo, coverage	Other
910	PLO1_S0	PLO1_S0_coverage.bw	sum	100000	PLO1_S0 Chip-exo, coverage	Other
911	PLO2_S0	PLO2_S0_coverage.bw	sum	100000	PLO2_S0 Chip-exo, coverage	Other
912	PLP1_S0	PLP1_S0_coverage.bw	sum	100000	PLP1_S0 Chip-exo, coverage	Other
913	PLP2_S0	PLP2_S0_coverage.bw	sum	100000	PLP2_S0 Chip-exo, coverage	Other
914	PNC1_S0	PNC1_S0_coverage.bw	sum	100000	PNC1_S0 Chip-exo, coverage	Other
915	PNG1_S0	PNG1_S0_coverage.bw	sum	100000	PNG1_S0 Chip-exo, coverage	Other
916	POB3_S0	POB3_S0_coverage.bw	sum	100000	POB3_S0 Chip-exo, coverage	Other
917	POB3_S1	POB3_S1_coverage.bw	sum	100000	POB3_S1 Chip-exo, coverage	Other
918	POG1_S0	POG1_S0_coverage.bw	sum	100000	POG1_S0 Chip-exo, coverage	Other
919	POL1_S0	POL1_S0_coverage.bw	sum	100000	POL1_S0 Chip-exo, coverage	Other
920	POL2_S0	POL2_S0_coverage.bw	sum	100000	POL2_S0 Chip-exo, coverage	Other
921	POP2_S0	POP2_S0_coverage.bw	sum	100000	POP2_S0 Chip-exo, coverage	Other
922	SPT7_S3	SPT7_S3_coverage.bw	sum	100000	SPT7_S3 Chip-exo, coverage	Other
923	SPT7_HS6_S1	SPT7_HS6_S1_coverage.bw	sum	100000	SPT7_HS6_S1 Chip-exo, coverage	Other
924	SPT8_S0	SPT8_S0_coverage.bw	sum	100000	SPT8_S0 Chip-exo, coverage	Other
925	SPT8_S1	SPT8_S1_coverage.bw	sum	100000	SPT8_S1 Chip-exo, coverage	Other
926	SRB2_S0	SRB2_S0_coverage.bw	sum	100000	SRB2_S0 Chip-exo, coverage	Other
927	SRB4_S0	SRB4_S0_coverage.bw	sum	100000	SRB4_S0 Chip-exo, coverage	Other
928	SRB4_S1	SRB4_S1_coverage.bw	sum	100000	SRB4_S1 Chip-exo, coverage	Other
929	SRB5_S0	SRB5_S0_coverage.bw	sum	100000	SRB5_S0 Chip-exo, coverage	Other
930	SRB5_S1	SRB5_S1_coverage.bw	sum	100000	SRB5_S1 Chip-exo, coverage	Other
931	SRB6_S0	SRB6_S0_coverage.bw	sum	100000	SRB6_S0 Chip-exo, coverage	Other
932	SRB6_S1	SRB6_S1_coverage.bw	sum	100000	SRB6_S1 Chip-exo, coverage	Other
933	SRB8_S0	SRB8_S0_coverage.bw	sum	100000	SRB8_S0 Chip-exo, coverage	Other
934	SRD1_S0	SRD1_S0_coverage.bw	sum	100000	SRD1_S0 Chip-exo, coverage	Other
935	SRM1_S0	SRM1_S0_coverage.bw	sum	100000	SRM1_S0 Chip-exo, coverage	Other
936	SSA1_S0	SSA1_S0_coverage.bw	sum	100000	SSA1_S0 Chip-exo, coverage	Other
937	SSL1_S0	SSL1_S0_coverage.bw	sum	100000	SSL1_S0 Chip-exo, coverage	Other
938	SSL1_S1	SSL1_S1_coverage.bw	sum	100000	SSL1_S1 Chip-exo, coverage	Other
939	SSL2_S0	SSL2_S0_coverage.bw	sum	100000	SSL2_S0 Chip-exo, coverage	Other
940	SSL2_S1	SSL2_S1_coverage.bw	sum	100000	SSL2_S1 Chip-exo, coverage	Other
941	SSN2_S0	SSN2_S0_coverage.bw	sum	100000	SSN2_S0 Chip-exo, coverage	Other
942	SSN2_S1	SSN2_S1_coverage.bw	sum	100000	SSN2_S1 Chip-exo, coverage	Other
943	SSN3_S0	SSN3_S0_coverage.bw	sum	100000	SSN3_S0 Chip-exo, coverage	Other
944	SSN8_S0	SSN8_S0_coverage.bw	sum	100000	SSN8_S0 Chip-exo, coverage	Other
945	SSN8_S1	SSN8_S1_coverage.bw	sum	100000	SSN8_S1 Chip-exo, coverage	Other
946	STB1_S0	STB1_S0_coverage.bw	sum	100000	STB1_S0 Chip-exo, coverage	Other
947	STB2_S0	STB2_S0_coverage.bw	sum	100000	STB2_S0 Chip-exo, coverage	Other
948	STB3_S0	STB3_S0_coverage.bw	sum	100000	STB3_S0 Chip-exo, coverage	Other
949	STB3_S1	STB3_S1_coverage.bw	sum	100000	STB3_S1 Chip-exo, coverage	Other
950	STB4_S0	STB4_S0_coverage.bw	sum	100000	STB4_S0 Chip-exo, coverage	Other
951	STB4_S1	STB4_S1_coverage.bw	sum	100000	STB4_S1 Chip-exo, coverage	Other
952	STB5_S0	STB5_S0_coverage.bw	sum	100000	STB5_S0 Chip-exo, coverage	Other
953	STB5_S1	STB5_S1_coverage.bw	sum	100000	STB5_S1 Chip-exo, coverage	Other
954	STB6_S0	STB6_S0_coverage.bw	sum	100000	STB6_S0 Chip-exo, coverage	Other
955	STD1_S0	STD1_S0_coverage.bw	sum	100000	STD1_S0 Chip-exo, coverage	Other
956	STE12_S0	STE12_S0_coverage.bw	sum	100000	STE12_S0 Chip-exo, coverage	Other
957	STE12_S1	STE12_S1_coverage.bw	sum	100000	STE12_S1 Chip-exo, coverage	Other
958	STH1_S0	STH1_S0_coverage.bw	sum	100000	STH1_S0 Chip-exo, coverage	Other
959	STH1_S1	STH1_S1_coverage.bw	sum	100000	STH1_S1 Chip-exo, coverage	Other
960	STH1_HS6_S0	STH1_HS6_S0_coverage.bw	sum	100000	STH1_HS6_S0 Chip-exo, coverage	Other
961	STM1_S0	STM1_S0_coverage.bw	sum	100000	STM1_S0 Chip-exo, coverage	Other
962	STP1_S0	STP1_S0_coverage.bw	sum	100000	STP1_S0 Chip-exo, coverage	Other
963	STP1_S1	STP1_S1_coverage.bw	sum	100000	STP1_S1 Chip-exo, coverage	Other
964	STP2_S0	STP2_S0_coverage.bw	sum	100000	STP2_S0 Chip-exo, coverage	Other
965	STP2_S1	STP2_S1_coverage.bw	sum	100000	STP2_S1 Chip-exo, coverage	Other
966	STP4_S0	STP4_S0_coverage.bw	sum	100000	STP4_S0 Chip-exo, coverage	Other
967	STP4_S1	STP4_S1_coverage.bw	sum	100000	STP4_S1 Chip-exo, coverage	Other
968	SUA7_S0	SUA7_S0_coverage.bw	sum	100000	SUA7_S0 Chip-exo, coverage	Other
969	SUA7_S1	SUA7_S1_coverage.bw	sum	100000	SUA7_S1 Chip-exo, coverage	Other
970	SUA7_S2	SUA7_S2_coverage.bw	sum	100000	SUA7_S2 Chip-exo, coverage	Other
971	SUB1_S0	SUB1_S0_coverage.bw	sum	100000	SUB1_S0 Chip-exo, coverage	Other
972	SUB1_S1	SUB1_S1_coverage.bw	sum	100000	SUB1_S1 Chip-exo, coverage	Other
973	SUB1_S2	SUB1_S2_coverage.bw	sum	100000	SUB1_S2 Chip-exo, coverage	Other
974	SUM1_S0	SUM1_S0_coverage.bw	sum	100000	SUM1_S0 Chip-exo, coverage	Other
975	SUM1_S1	SUM1_S1_coverage.bw	sum	100000	SUM1_S1 Chip-exo, coverage	Other
976	SUT1_S1	SUT1_S1_coverage.bw	sum	100000	SUT1_S1 Chip-exo, coverage	Other
977	BDF2_S1	BDF2_S1_coverage.bw	sum	100000	BDF2_S1 Chip-exo, coverage	Other
978	BDP1_S0	BDP1_S0_coverage.bw	sum	100000	BDP1_S0 Chip-exo, coverage	Other
979	BDP1_S1	BDP1_S1_coverage.bw	sum	100000	BDP1_S1 Chip-exo, coverage	Other
980	BEM4_S0	BEM4_S0_coverage.bw	sum	100000	BEM4_S0 Chip-exo, coverage	Other
981	BIM1_S0	BIM1_S0_coverage.bw	sum	100000	BIM1_S0 Chip-exo, coverage	Other
982	BMH1_S0	BMH1_S0_coverage.bw	sum	100000	BMH1_S0 Chip-exo, coverage	Other
983	BMH2_S0	BMH2_S0_coverage.bw	sum	100000	BMH2_S0 Chip-exo, coverage	Other
984	BRE1_S0	BRE1_S0_coverage.bw	sum	100000	BRE1_S0 Chip-exo, coverage	Other
985	BRE1_S1	BRE1_S1_coverage.bw	sum	100000	BRE1_S1 Chip-exo, coverage	Other
986	BRE2_S1	BRE2_S1_coverage.bw	sum	100000	BRE2_S1 Chip-exo, coverage	Other
987	BRF1_S0	BRF1_S0_coverage.bw	sum	100000	BRF1_S0 Chip-exo, coverage	Other
988	BRF1_S1	BRF1_S1_coverage.bw	sum	100000	BRF1_S1 Chip-exo, coverage	Other
989	BRN1_S0	BRN1_S0_coverage.bw	sum	100000	BRN1_S0 Chip-exo, coverage	Other
990	BRN1_S1	BRN1_S1_coverage.bw	sum	100000	BRN1_S1 Chip-exo, coverage	Other
991	BUD17_S0	BUD17_S0_coverage.bw	sum	100000	BUD17_S0 Chip-exo, coverage	Other
992	BUD20_S0	BUD20_S0_coverage.bw	sum	100000	BUD20_S0 Chip-exo, coverage	Other
993	BUD22_S0	BUD22_S0_coverage.bw	sum	100000	BUD22_S0 Chip-exo, coverage	Other
994	BUD32_S0	BUD32_S0_coverage.bw	sum	100000	BUD32_S0 Chip-exo, coverage	Other
995	BUD6_S0	BUD6_S0_coverage.bw	sum	100000	BUD6_S0 Chip-exo, coverage	Other
996	BUR2_S0	BUR2_S0_coverage.bw	sum	100000	BUR2_S0 Chip-exo, coverage	Other
997	BUR2_S1	BUR2_S1_coverage.bw	sum	100000	BUR2_S1 Chip-exo, coverage	Other
998	BUR6_S0	BUR6_S0_coverage.bw	sum	100000	BUR6_S0 Chip-exo, coverage	Other
999	BUR6_S1	BUR6_S1_coverage.bw	sum	100000	BUR6_S1 Chip-exo, coverage	Other
1000	BUR6_S2	BUR6_S2_coverage.bw	sum	100000	BUR6_S2 Chip-exo, coverage	Other
1001	BYE1_S0	BYE1_S0_coverage.bw	sum	100000	BYE1_S0 Chip-exo, coverage	Other
1002	BYE1_S1	BYE1_S1_coverage.bw	sum	100000	BYE1_S1 Chip-exo, coverage	Other
1003	CAC2_S0	CAC2_S0_coverage.bw	sum	100000	CAC2_S0 Chip-exo, coverage	Other
1004	CAD1_S0	CAD1_S0_coverage.bw	sum	100000	CAD1_S0 Chip-exo, coverage	Other
1005	CAD1_S1	CAD1_S1_coverage.bw	sum	100000	CAD1_S1 Chip-exo, coverage	Other
1006	CAF130_S0	CAF130_S0_coverage.bw	sum	100000	CAF130_S0 Chip-exo, coverage	Other
1007	CAF4_S0	CAF4_S0_coverage.bw	sum	100000	CAF4_S0 Chip-exo, coverage	Other
1008	CAF40_S0	CAF40_S0_coverage.bw	sum	100000	CAF40_S0 Chip-exo, coverage	Other
1009	CAM1_S0	CAM1_S0_coverage.bw	sum	100000	CAM1_S0 Chip-exo, coverage	Other
1010	CAR1_S0	CAR1_S0_coverage.bw	sum	100000	CAR1_S0 Chip-exo, coverage	Other
1011	CAR2_S0	CAR2_S0_coverage.bw	sum	100000	CAR2_S0 Chip-exo, coverage	Other
1012	CBC2_S0	CBC2_S0_coverage.bw	sum	100000	CBC2_S0 Chip-exo, coverage	Other
1013	CBC2_S1	CBC2_S1_coverage.bw	sum	100000	CBC2_S1 Chip-exo, coverage	Other
1014	CBF1_S0	CBF1_S0_coverage.bw	sum	100000	CBF1_S0 Chip-exo, coverage	Other
1015	CBF1_S1	CBF1_S1_coverage.bw	sum	100000	CBF1_S1 Chip-exo, coverage	Other
1016	CCA1_S0	CCA1_S0_coverage.bw	sum	100000	CCA1_S0 Chip-exo, coverage	Other
1017	CCA1_S1	CCA1_S1_coverage.bw	sum	100000	CCA1_S1 Chip-exo, coverage	Other
1018	CCL1_S0	CCL1_S0_coverage.bw	sum	100000	CCL1_S0 Chip-exo, coverage	Other
1019	CCL1_S1	CCL1_S1_coverage.bw	sum	100000	CCL1_S1 Chip-exo, coverage	Other
1020	CDC26_S0	CDC26_S0_coverage.bw	sum	100000	CDC26_S0 Chip-exo, coverage	Other
1021	CDC33_S0	CDC33_S0_coverage.bw	sum	100000	CDC33_S0 Chip-exo, coverage	Other
1022	CDC36_S0	CDC36_S0_coverage.bw	sum	100000	CDC36_S0 Chip-exo, coverage	Other
1023	CDC39_S0	CDC39_S0_coverage.bw	sum	100000	CDC39_S0 Chip-exo, coverage	Other
1024	CDC46_S0	CDC46_S0_coverage.bw	sum	100000	CDC46_S0 Chip-exo, coverage	Other
1025	CDC46_S1	CDC46_S1_coverage.bw	sum	100000	CDC46_S1 Chip-exo, coverage	Other
1026	CDC48_S0	CDC48_S0_coverage.bw	sum	100000	CDC48_S0 Chip-exo, coverage	Other
1027	HMS2_S1	HMS2_S1_coverage.bw	sum	100000	HMS2_S1 Chip-exo, coverage	Other
1028	HMT1_S0	HMT1_S0_coverage.bw	sum	100000	HMT1_S0 Chip-exo, coverage	Other
1029	HOG1_S0	HOG1_S0_coverage.bw	sum	100000	HOG1_S0 Chip-exo, coverage	Other
1030	HOM6_S0	HOM6_S0_coverage.bw	sum	100000	HOM6_S0 Chip-exo, coverage	Other
1031	HOR2_S0	HOR2_S0_coverage.bw	sum	100000	HOR2_S0 Chip-exo, coverage	Other
1032	HOS1_S0	HOS1_S0_coverage.bw	sum	100000	HOS1_S0 Chip-exo, coverage	Other
1033	HOS2_S0	HOS2_S0_coverage.bw	sum	100000	HOS2_S0 Chip-exo, coverage	Other
1034	HOS2_S1	HOS2_S1_coverage.bw	sum	100000	HOS2_S1 Chip-exo, coverage	Other
1035	HOS3_S0	HOS3_S0_coverage.bw	sum	100000	HOS3_S0 Chip-exo, coverage	Other
1036	HOS4_S0	HOS4_S0_coverage.bw	sum	100000	HOS4_S0 Chip-exo, coverage	Other
1037	HOS4_S1	HOS4_S1_coverage.bw	sum	100000	HOS4_S1 Chip-exo, coverage	Other
1038	HOT1_S0	HOT1_S0_coverage.bw	sum	100000	HOT1_S0 Chip-exo, coverage	Other
1039	HOT1_S1	HOT1_S1_coverage.bw	sum	100000	HOT1_S1 Chip-exo, coverage	Other
1040	HPA3_S0	HPA3_S0_coverage.bw	sum	100000	HPA3_S0 Chip-exo, coverage	Other
1041	HPC2_S0	HPC2_S0_coverage.bw	sum	100000	HPC2_S0 Chip-exo, coverage	Other
1042	HPC2_S1	HPC2_S1_coverage.bw	sum	100000	HPC2_S1 Chip-exo, coverage	Other
1043	HPR1_S0	HPR1_S0_coverage.bw	sum	100000	HPR1_S0 Chip-exo, coverage	Other
1044	HPR1_S1	HPR1_S1_coverage.bw	sum	100000	HPR1_S1 Chip-exo, coverage	Other
1045	HPT1_S0	HPT1_S0_coverage.bw	sum	100000	HPT1_S0 Chip-exo, coverage	Other
1046	HRB1_S0	HRB1_S0_coverage.bw	sum	100000	HRB1_S0 Chip-exo, coverage	Other
1047	HRB1_S1	HRB1_S1_coverage.bw	sum	100000	HRB1_S1 Chip-exo, coverage	Other
1048	HRR25_S0	HRR25_S0_coverage.bw	sum	100000	HRR25_S0 Chip-exo, coverage	Other
1049	HSF1_S2	HSF1_S2_coverage.bw	sum	100000	HSF1_S2 Chip-exo, coverage	Other
1050	HSL7_S0	HSL7_S0_coverage.bw	sum	100000	HSL7_S0 Chip-exo, coverage	Other
1051	HST1_S0	HST1_S0_coverage.bw	sum	100000	HST1_S0 Chip-exo, coverage	Other
1052	HST1_S1	HST1_S1_coverage.bw	sum	100000	HST1_S1 Chip-exo, coverage	Other
1053	HST3_S0	HST3_S0_coverage.bw	sum	100000	HST3_S0 Chip-exo, coverage	Other
1054	HST3_S1	HST3_S1_coverage.bw	sum	100000	HST3_S1 Chip-exo, coverage	Other
1055	HTA2_S0	HTA2_S0_coverage.bw	sum	100000	HTA2_S0 Chip-exo, coverage	Other
1056	HTA2_S1	HTA2_S1_coverage.bw	sum	100000	HTA2_S1 Chip-exo, coverage	Other
1057	HTB2_S0	HTB2_S0_coverage.bw	sum	100000	HTB2_S0 Chip-exo, coverage	Other
1058	HTB2_S1	HTB2_S1_coverage.bw	sum	100000	HTB2_S1 Chip-exo, coverage	Other
1059	HTL1_S0	HTL1_S0_coverage.bw	sum	100000	HTL1_S0 Chip-exo, coverage	Other
1060	HTL1_S1	HTL1_S1_coverage.bw	sum	100000	HTL1_S1 Chip-exo, coverage	Other
1061	HTZ1_S0	HTZ1_S0_coverage.bw	sum	100000	HTZ1_S0 Chip-exo, coverage	Other
1062	HTZ1_S1	HTZ1_S1_coverage.bw	sum	100000	HTZ1_S1 Chip-exo, coverage	Other
1063	HXK2_S0	HXK2_S0_coverage.bw	sum	100000	HXK2_S0 Chip-exo, coverage	Other
1064	IDS2_S0	IDS2_S0_coverage.bw	sum	100000	IDS2_S0 Chip-exo, coverage	Other
1065	IES1_S0	IES1_S0_coverage.bw	sum	100000	IES1_S0 Chip-exo, coverage	Other
1066	IES2_S0	IES2_S0_coverage.bw	sum	100000	IES2_S0 Chip-exo, coverage	Other
1067	IES3_S0	IES3_S0_coverage.bw	sum	100000	IES3_S0 Chip-exo, coverage	Other
1068	IES3_S1	IES3_S1_coverage.bw	sum	100000	IES3_S1 Chip-exo, coverage	Other
1069	IES4_S0	IES4_S0_coverage.bw	sum	100000	IES4_S0 Chip-exo, coverage	Other
1070	IES5_S0	IES5_S0_coverage.bw	sum	100000	IES5_S0 Chip-exo, coverage	Other
1071	IES6_S0	IES6_S0_coverage.bw	sum	100000	IES6_S0 Chip-exo, coverage	Other
1072	IES6_S1	IES6_S1_coverage.bw	sum	100000	IES6_S1 Chip-exo, coverage	Other
1073	IFH1_S0	IFH1_S0_coverage.bw	sum	100000	IFH1_S0 Chip-exo, coverage	Other
1074	IFH1_S1	IFH1_S1_coverage.bw	sum	100000	IFH1_S1 Chip-exo, coverage	Other
1075	IKI1_S0	IKI1_S0_coverage.bw	sum	100000	IKI1_S0 Chip-exo, coverage	Other
1076	PRE2_S0	PRE2_S0_coverage.bw	sum	100000	PRE2_S0 Chip-exo, coverage	Other
1077	PRE4_S0	PRE4_S0_coverage.bw	sum	100000	PRE4_S0 Chip-exo, coverage	Other
1078	PRE8_S0	PRE8_S0_coverage.bw	sum	100000	PRE8_S0 Chip-exo, coverage	Other
1079	PRP4_S0	PRP4_S0_coverage.bw	sum	100000	PRP4_S0 Chip-exo, coverage	Other
1080	PRP4_S1	PRP4_S1_coverage.bw	sum	100000	PRP4_S1 Chip-exo, coverage	Other
1081	PRP45_S0	PRP45_S0_coverage.bw	sum	100000	PRP45_S0 Chip-exo, coverage	Other
1082	PRP45_S1	PRP45_S1_coverage.bw	sum	100000	PRP45_S1 Chip-exo, coverage	Other
1083	PRP46_S0	PRP46_S0_coverage.bw	sum	100000	PRP46_S0 Chip-exo, coverage	Other
1084	PRP46_S1	PRP46_S1_coverage.bw	sum	100000	PRP46_S1 Chip-exo, coverage	Other
1085	PRR2_S0	PRR2_S0_coverage.bw	sum	100000	PRR2_S0 Chip-exo, coverage	Other
1086	PSH1_S0	PSH1_S0_coverage.bw	sum	100000	PSH1_S0 Chip-exo, coverage	Other
1087	PSY2_S0	PSY2_S0_coverage.bw	sum	100000	PSY2_S0 Chip-exo, coverage	Other
1088	PTA1_S1	PTA1_S1_coverage.bw	sum	100000	PTA1_S1 Chip-exo, coverage	Other
1089	PTC3_S0	PTC3_S0_coverage.bw	sum	100000	PTC3_S0 Chip-exo, coverage	Other
1090	PUB1_S0	PUB1_S0_coverage.bw	sum	100000	PUB1_S0 Chip-exo, coverage	Other
1091	PUB1_S1	PUB1_S1_coverage.bw	sum	100000	PUB1_S1 Chip-exo, coverage	Other
1092	PUP1_S0	PUP1_S0_coverage.bw	sum	100000	PUP1_S0 Chip-exo, coverage	Other
1093	PUS4_S0	PUS4_S0_coverage.bw	sum	100000	PUS4_S0 Chip-exo, coverage	Other
1094	PUT3_S0	PUT3_S0_coverage.bw	sum	100000	PUT3_S0 Chip-exo, coverage	Other
1095	PUT3_S1	PUT3_S1_coverage.bw	sum	100000	PUT3_S1 Chip-exo, coverage	Other
1096	PWP1_S0	PWP1_S0_coverage.bw	sum	100000	PWP1_S0 Chip-exo, coverage	Other
1097	PZF1_S0	PZF1_S0_coverage.bw	sum	100000	PZF1_S0 Chip-exo, coverage	Other
1098	QRI1_S0	QRI1_S0_coverage.bw	sum	100000	QRI1_S0 Chip-exo, coverage	Other
1099	QRI8_S0	QRI8_S0_coverage.bw	sum	100000	QRI8_S0 Chip-exo, coverage	Other
1100	RAD2_S0	RAD2_S0_coverage.bw	sum	100000	RAD2_S0 Chip-exo, coverage	Other
1101	RAD3_S0	RAD3_S0_coverage.bw	sum	100000	RAD3_S0 Chip-exo, coverage	Other
1102	RAD3_S1	RAD3_S1_coverage.bw	sum	100000	RAD3_S1 Chip-exo, coverage	Other
1103	RAD30_S0	RAD30_S0_coverage.bw	sum	100000	RAD30_S0 Chip-exo, coverage	Other
1104	RAD50_S0	RAD50_S0_coverage.bw	sum	100000	RAD50_S0 Chip-exo, coverage	Other
1105	RAD51_S0	RAD51_S0_coverage.bw	sum	100000	RAD51_S0 Chip-exo, coverage	Other
1106	RAD52_S0	RAD52_S0_coverage.bw	sum	100000	RAD52_S0 Chip-exo, coverage	Other
1107	RAD54_S0	RAD54_S0_coverage.bw	sum	100000	RAD54_S0 Chip-exo, coverage	Other
1108	RAD55_S0	RAD55_S0_coverage.bw	sum	100000	RAD55_S0 Chip-exo, coverage	Other
1109	RAD57_S0	RAD57_S0_coverage.bw	sum	100000	RAD57_S0 Chip-exo, coverage	Other
1110	RAD6_S0	RAD6_S0_coverage.bw	sum	100000	RAD6_S0 Chip-exo, coverage	Other
1111	RAD6_S1	RAD6_S1_coverage.bw	sum	100000	RAD6_S1 Chip-exo, coverage	Other
1112	RAD9_S1	RAD9_S1_coverage.bw	sum	100000	RAD9_S1 Chip-exo, coverage	Other
1113	RAI1_S0	RAI1_S0_coverage.bw	sum	100000	RAI1_S0 Chip-exo, coverage	Other
1114	RAP1_S0	RAP1_S0_coverage.bw	sum	100000	RAP1_S0 Chip-exo, coverage	Other
1115	RAP1_S1	RAP1_S1_coverage.bw	sum	100000	RAP1_S1 Chip-exo, coverage	Other
1116	RAP1_S2	RAP1_S2_coverage.bw	sum	100000	RAP1_S2 Chip-exo, coverage	Other
1117	RCO1_S0	RCO1_S0_coverage.bw	sum	100000	RCO1_S0 Chip-exo, coverage	Other
1118	RCS1_S1	RCS1_S1_coverage.bw	sum	100000	RCS1_S1 Chip-exo, coverage	Other
1119	RDR1_S0	RDR1_S0_coverage.bw	sum	100000	RDR1_S0 Chip-exo, coverage	Other
1120	RDS2_S1	RDS2_S1_coverage.bw	sum	100000	RDS2_S1 Chip-exo, coverage	Other
1121	REB1_S0	REB1_S0_coverage.bw	sum	100000	REB1_S0 Chip-exo, coverage	Other
1122	REB1_S1	REB1_S1_coverage.bw	sum	100000	REB1_S1 Chip-exo, coverage	Other
1123	REF2_S0	REF2_S0_coverage.bw	sum	100000	REF2_S0 Chip-exo, coverage	Other
1124	REF2_S1	REF2_S1_coverage.bw	sum	100000	REF2_S1 Chip-exo, coverage	Other
1125	REG1_S0	REG1_S0_coverage.bw	sum	100000	REG1_S0 Chip-exo, coverage	Other
1126	REG2_S0	REG2_S0_coverage.bw	sum	100000	REG2_S0 Chip-exo, coverage	Other
1127	RET1_S1	RET1_S1_coverage.bw	sum	100000	RET1_S1 Chip-exo, coverage	Other
1128	H2B_S0	H2B_S0_coverage.bw	sum	100000	H2B_S0 Chip-MNase, coverage	Chip-MNase
1129	H2B_S1	H2B_S1_coverage.bw	sum	100000	H2B_S1 Chip-MNase, coverage	Chip-MNase
1130	H2B_S2	H2B_S2_coverage.bw	sum	100000	H2B_S2 Chip-MNase, coverage	Chip-MNase
1131	H2BK123UB_S0	H2BK123UB_S0_coverage.bw	sum	100000	H2BK123UB_S0 Chip-MNase, coverage	Chip-MNase
1132	H2BK123UB_S1	H2BK123UB_S1_coverage.bw	sum	100000	H2BK123UB_S1 Chip-MNase, coverage	Chip-MNase
1133	H3_S0	H3_S0_coverage.bw	sum	100000	H3_S0 Chip-MNase, coverage	Chip-MNase
1134	H3_S1	H3_S1_coverage.bw	sum	100000	H3_S1 Chip-MNase, coverage	Chip-MNase
1135	H3_S2	H3_S2_coverage.bw	sum	100000	H3_S2 Chip-MNase, coverage	Chip-MNase
1136	H3K27AC_S0	H3K27AC_S0_coverage.bw	sum	100000	H3K27AC_S0 Chip-MNase, coverage	Chip-MNase
1137	H3K27AC_S1	H3K27AC_S1_coverage.bw	sum	100000	H3K27AC_S1 Chip-MNase, coverage	Chip-MNase
1138	H3K36ME3_S0	H3K36ME3_S0_coverage.bw	sum	100000	H3K36ME3_S0 Chip-MNase, coverage	Chip-MNase
1139	H3K36ME3_S1	H3K36ME3_S1_coverage.bw	sum	100000	H3K36ME3_S1 Chip-MNase, coverage	Chip-MNase
1140	H3K4ME3_S0	H3K4ME3_S0_coverage.bw	sum	100000	H3K4ME3_S0 Chip-MNase, coverage	Chip-MNase
1141	H3K4ME3_S1	H3K4ME3_S1_coverage.bw	sum	100000	H3K4ME3_S1 Chip-MNase, coverage	Chip-MNase
1142	H3K79ME3_S0	H3K79ME3_S0_coverage.bw	sum	100000	H3K79ME3_S0 Chip-MNase, coverage	Chip-MNase
1143	H3K79ME3_S1	H3K79ME3_S1_coverage.bw	sum	100000	H3K79ME3_S1 Chip-MNase, coverage	Chip-MNase
1144	H3K9AC_S0	H3K9AC_S0_coverage.bw	sum	100000	H3K9AC_S0 Chip-MNase, coverage	Chip-MNase
1145	H3K9AC_S1	H3K9AC_S1_coverage.bw	sum	100000	H3K9AC_S1 Chip-MNase, coverage	Chip-MNase
1146	H4K12AC_S0	H4K12AC_S0_coverage.bw	sum	100000	H4K12AC_S0 Chip-MNase, coverage	Chip-MNase
1147	H4K12AC_S1	H4K12AC_S1_coverage.bw	sum	100000	H4K12AC_S1 Chip-MNase, coverage	Chip-MNase
1148	ARG80_T0_S757	ARG80_T0_S757_bamcov.bw	sum	100000	ARG80-T0 RNAseq, coverage	RNA-Seq
1149	ARG80_T5_S758	ARG80_T5_S758_bamcov.bw	sum	100000	ARG80-T5 RNAseq, coverage	RNA-Seq
1150	ARG80_T10_S759	ARG80_T10_S759_bamcov.bw	sum	100000	ARG80-T10 RNAseq, coverage	RNA-Seq
1151	ARG80_T15_S760	ARG80_T15_S760_bamcov.bw	sum	100000	ARG80-T15 RNAseq, coverage	RNA-Seq
1152	ARG80_T30_S761	ARG80_T30_S761_bamcov.bw	sum	100000	ARG80-T30 RNAseq, coverage	RNA-Seq
1153	ARG80_T45_S762	ARG80_T45_S762_bamcov.bw	sum	100000	ARG80-T45 RNAseq, coverage	RNA-Seq
